"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2018', 'Quantity')","('Dec 2018', 'CIF (Baht)')","('Jan - Dec 2018', 'Quantity')","('Jan - Dec 2018', 'CIF (Baht)')"
CN,CHINA,6000,513863,123435,10487941
DE,GERMANY,0,0,430000,25685955
IT,ITALY,0,0,200,20166
JP,JAPAN,174000,15269000,1890050,144932972
KR,"KOREA,REPUBLIC OF",10000,526784,1855050,106769844
MY,MALAYSIA,10000,594234,50000,2986218
SE,SWEDEN,0,0,20000,1466597
AE,UNITED ARAB EMIRATES,105000,5148573,3001886,153494170
GB,UNITED KINGDOM,0,0,150,8696
US,UNITED STATES,315554,17019345,3604460,194148025
VN,VIETNAM,17775,1071808,402686,23400174
SUM,SUM,638329,40143607,11377917,663400758
