"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2022', 'Quantity')","('Nov 2022', 'CIF (Baht)')","('Jan - Nov 2022', 'Quantity')","('Jan - Nov 2022', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,18152,1329733
AT,AUSTRIA,0,0,11500,1348473
BE,BELGIUM,71000,11516459,345352,41570950
BR,BRAZIL,0,0,9000,2243370
CA,CANADA,20,7903,275865,20182996
CN,CHINA,1274414,57462111,12897492,590763840
FI,FINLAND,0,0,25,18143
FR,FRANCE,1,4064,393,139859
DE,GERMANY,95,31100,211518,27584773
HK,HONG KONG,148602,2532112,222687,3937520
IS,ICELAND,0,0,2000,263742
IN,INDIA,1915,280823,43142,5470171
ID,INDONESIA,400,49150,3400,344826
IL,ISRAEL,20000,2041295,59975,5866235
IT,ITALY,0,0,35300,9238013
JP,JAPAN,258994,39700533,2873114,383892729
KR,"KOREA,REPUBLIC OF",39109,5185031,2934480,224745428
MY,MALAYSIA,420,56025,272381,20499470
NL,NETHERLANDS,0,0,9075,2043964
AN,NETHERLANDS ANTILLES,0,0,15000,1839512
NZ,NEW ZEALAND,0,0,737,491579
OM,OMAN,0,0,99200,4442458
QA,QATAR,0,0,229500,12986389
SA,SAUDI ARABIA,49500,2354322,745250,40423169
SG,SINGAPORE,163361,11549923,6520912,401549542
ES,SPAIN,1,868,1207,456938
CH,SWITZERLAND,0,0,176,270567
TW,"TAIWAN, PROVINCE OF CHINA",15120,1445640,94308,10341789
TH,THAILAND,0,0,17645,1812138
TN,TUNISIA,0,0,94,30884
AE,UNITED ARAB EMIRATES,0,0,514475,24043820
GB,UNITED KINGDOM,21,28211,16714,2507884
US,UNITED STATES,756850,93745019,6701144,702667922
VN,VIETNAM,500,55980,74839,8235021
SUM,SUM,2800323,228046569,35256052,2553583847
