"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2018', 'Quantity')","('May 2018', 'CIF (Baht)')","('Jan - May 2018', 'Quantity')","('Jan - May 2018', 'CIF (Baht)')"
AT,AUSTRIA,0,0,200,138013
BE,BELGIUM,160770,7891204,1014211,50875759
BR,BRAZIL,24750,2164083,253300,18542178
CA,CANADA,64,41365,38524,6426164
CN,CHINA,35857,2702738,685418,27437677
DK,DENMARK,0,0,1,459
FR,FRANCE,0,0,110000,5718452
DE,GERMANY,167540,13012227,976955,72760145
HK,HONG KONG,0,0,16,8418
ID,INDONESIA,0,0,69340,3928865
IT,ITALY,17000,2452546,92500,6151785
JP,JAPAN,1387229,71080113,6733615,335770537
KR,"KOREA,REPUBLIC OF",823100,37776837,2771200,128632486
KW,KUWAIT,445500,17538762,3242250,129877354
MY,MALAYSIA,136100,6105244,3120610,136423790
NL,NETHERLANDS,0,0,11000,796648
NO,NORWAY,34630,1914140,777130,44076697
QA,QATAR,3553320,160576191,10034300,438749486
SA,SAUDI ARABIA,1958600,85254890,8466500,362029779
SG,SINGAPORE,1095270,50185402,5956270,264754793
SE,SWEDEN,0,0,2750,274810
CH,SWITZERLAND,0,0,16640,774075
TW,"TAIWAN, PROVINCE OF CHINA",793200,36414480,2137700,100614489
TH,THAILAND,1,1007,54005,2191793
AE,UNITED ARAB EMIRATES,1123086,50030478,5792311,248941789
US,UNITED STATES,412570,18350855,3729128,171904224
SUM,SUM,12168587,563492562,56085874,2557800665
