"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2013', 'Quantity')","('Dec 2013', 'CIF (Baht)')","('Jan - Dec 2013', 'Quantity')","('Jan - Dec 2013', 'CIF (Baht)')"
AT,AUSTRIA,0,0,2750,207213
BE,BELGIUM,0,0,77,43197
CA,CANADA,0,0,96250,4706655
CN,CHINA,0,0,64000,3106490
HK,HONG KONG,0,0,16000,767001
JP,JAPAN,5300,502983,6109,773208
KR,"KOREA,REPUBLIC OF",0,0,44002,2112816
NL,NETHERLANDS,0,0,25,8055
QA,QATAR,0,0,101500,4382775
SA,SAUDI ARABIA,48000,2458016,596750,27030120
SG,SINGAPORE,0,0,74250,3825620
SK,SLOVAKIA,0,0,5,3733
ES,SPAIN,0,0,123750,5799733
AE,UNITED ARAB EMIRATES,0,0,200,39639
US,UNITED STATES,0,0,290150,15635699
SUM,SUM,53300,2960999,1415818,68441954
