"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2022', 'Quantity')","('Jul 2022', 'CIF (Baht)')","('Jan - Jul 2022', 'Quantity')","('Jan - Jul 2022', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,2,7858
BE,BELGIUM,0,0,72000,9906906
CA,CANADA,0,0,22000,1347090
CN,CHINA,122000,11795315,530852,47507766
FI,FINLAND,0,0,275550,18747582
FR,FRANCE,0,0,2554,312095
DE,GERMANY,0,0,20600,1996455
IT,ITALY,0,0,2750,1428277
JP,JAPAN,105,78639,16174,1925609
KR,"KOREA,REPUBLIC OF",268200,26935471,1335900,113999005
SG,SINGAPORE,0,0,2725,1195321
SE,SWEDEN,0,0,28000,4116718
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1,254
AE,UNITED ARAB EMIRATES,148200,8384008,647200,41152493
GB,UNITED KINGDOM,3000,1369049,43900,5327932
US,UNITED STATES,133503,17527373,1089270,101694255
VN,VIETNAM,0,0,171100,10618834
SUM,SUM,675008,66089855,4260578,361284450
