"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2015', 'Quantity')","('May 2015', 'CIF (Baht)')","('Jan - May 2015', 'Quantity')","('Jan - May 2015', 'CIF (Baht)')"
BE,BELGIUM,0,0,24000,2346699
CN,CHINA,16210,1159913,42883,3052807
IT,ITALY,800,321817,70925,15451401
JP,JAPAN,0,0,86976,8061303
KR,"KOREA,REPUBLIC OF",0,0,110600,8324647
SG,SINGAPORE,0,0,41000,2981693
TW,"TAIWAN, PROVINCE OF CHINA",100,6900,100,6900
AE,UNITED ARAB EMIRATES,24700,1200208,24700,1200208
US,UNITED STATES,18000,1718677,66459,5845952
SUM,SUM,59810,4407515,467643,47271610
