"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2020', 'Quantity')","('Mar 2020', 'CIF (Baht)')","('Jan - Mar 2020', 'Quantity')","('Jan - Mar 2020', 'CIF (Baht)')"
AU,AUSTRALIA,1250,89664,1250,89664
AT,AUSTRIA,6000,543907,6000,543907
BE,BELGIUM,500,102393,129175,9873990
CA,CANADA,2250,682157,4250,1321127
CN,CHINA,1272937,42390438,3468183,131445653
FR,FRANCE,75,33321,1275,299864
DE,GERMANY,21300,1618665,50554,4361383
HK,HONG KONG,0,0,16,5148
IN,INDIA,2004,361781,4006,719764
ID,INDONESIA,0,0,760,50735
IT,ITALY,2025,708922,2325,714037
JP,JAPAN,249508,31762170,718099,81650275
KR,"KOREA,REPUBLIC OF",478367,25881261,1541908,84336072
MY,MALAYSIA,10614,808170,71440,4175728
NL,NETHERLANDS,0,0,6000,684297
SA,SAUDI ARABIA,74250,2183876,74250,2183876
SG,SINGAPORE,513875,19341715,2192490,83228627
ES,SPAIN,0,0,378,100094
SE,SWEDEN,150000,10920240,150000,10920240
TW,"TAIWAN, PROVINCE OF CHINA",19010,863607,41985,2172587
TH,THAILAND,0,0,113450,7300165
AE,UNITED ARAB EMIRATES,698000,23577677,831700,27970351
GB,UNITED KINGDOM,2000,596470,47760,1490521
US,UNITED STATES,2305184,104146732,5212539,237904191
VN,VIETNAM,22500,1204521,67007,3359551
SUM,SUM,5831649,267817687,14736800,696901847
