"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2019', 'Quantity')","('Jul 2019', 'CIF (Baht)')","('Jan - Jul 2019', 'Quantity')","('Jan - Jul 2019', 'CIF (Baht)')"
BE,BELGIUM,0,0,6875,356017
CN,CHINA,3,864,19619,146867
FR,FRANCE,1,1221,1,1221
DE,GERMANY,1,309,44,47407
IN,INDIA,0,0,2,429
JP,JAPAN,36570,944218,455303,9155668
KR,"KOREA,REPUBLIC OF",0,0,3,916
MY,MALAYSIA,0,0,1029,128501
QA,QATAR,51000,1693051,178500,5821615
SA,SAUDI ARABIA,43200,1522055,151200,5564646
SG,SINGAPORE,0,0,0,89
ES,SPAIN,2,1277,2,1277
CH,SWITZERLAND,0,0,2,1974
TW,"TAIWAN, PROVINCE OF CHINA",0,0,23001,3133412
AE,UNITED ARAB EMIRATES,11,6831,11,6831
GB,UNITED KINGDOM,0,0,195,66182
US,UNITED STATES,19868,14497,37343,287858
VN,VIETNAM,0,0,50000,2325405
SUM,SUM,150656,4184323,923130,27046315
