"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2020', 'Quantity')","('Oct 2020', 'CIF (Baht)')","('Jan - Oct 2020', 'Quantity')","('Jan - Oct 2020', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1001,112761
BE,BELGIUM,1000,86457,170237,8997858
BR,BRAZIL,700700,33844268,7472874,381074717
CA,CANADA,0,0,45140,526087
CN,CHINA,11000,659206,1557298,52162187
FI,FINLAND,98975,4942230,841475,44174550
FR,FRANCE,0,0,114990,13940491
DE,GERMANY,224028,15289755,3191946,203106699
HK,HONG KONG,0,0,336,30521
HU,HUNGARY,0,0,13050,738665
IN,INDIA,1200,94205,3262,273228
ID,INDONESIA,175,27783,30750,12032031
IE,IRELAND,0,0,0,4067
IL,ISRAEL,0,0,38000,3057892
IT,ITALY,3050,993777,38734,11853446
JP,JAPAN,159528,12830694,1997947,150679048
KR,"KOREA,REPUBLIC OF",154043,6399900,2382451,101494311
KW,KUWAIT,396000,10569845,4009550,104563672
LU,LUXEMBOURG,20700,2117057,218900,22873387
MY,MALAYSIA,2632520,87726757,48806592,1479874898
MM,MYANMAR,0,0,1,66
NL,NETHERLANDS,211280,11813795,3197157,166390163
NZ,NEW ZEALAND,0,0,0,252
NO,NORWAY,34120,1825235,423710,21425185
PT,PORTUGAL,0,0,100,59370
QA,QATAR,1071000,32158555,13642500,390366185
SA,SAUDI ARABIA,2912200,89848745,33635032,964992800
SG,SINGAPORE,2223001,75175986,21358926,691769999
ES,SPAIN,56,146932,56,146932
CH,SWITZERLAND,0,0,1160,330489
TW,"TAIWAN, PROVINCE OF CHINA",15,3496,35537,3107173
TH,THAILAND,0,0,1220,33158
TR,TÜRKIYE,0,0,1375,86070
AE,UNITED ARAB EMIRATES,148500,4499957,2452556,67087368
GB,UNITED KINGDOM,0,5105,87103,7437362
US,UNITED STATES,868722,37766897,7707629,251539314
VN,VIETNAM,12045,1641340,86725,7241974
SUM,SUM,11883858,430467977,153565320,5163584376
