"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2017', 'Quantity')","('Dec 2017', 'CIF (Baht)')","('Jan - Dec 2017', 'Quantity')","('Jan - Dec 2017', 'CIF (Baht)')"
AU,AUSTRALIA,197767,7755955,967957,36964507
AT,AUSTRIA,0,0,150,11886
BE,BELGIUM,470,102355,96675,8552072
CN,CHINA,85450,7064512,1456600,74950961
CZ,CZECH REPUBLIC,34,18938,58,31625
EG,EGYPT,0,0,25,10871
FI,FINLAND,0,0,46750,3008422
FR,FRANCE,0,0,500,138729
DE,GERMANY,6250,409891,22200,1473574
IN,INDIA,650,73496,7735,904948
ID,INDONESIA,0,0,2500,219776
IL,ISRAEL,0,0,24000,1582396
IT,ITALY,0,0,0,2300
JP,JAPAN,309100,18980235,4261171,217366010
KR,"KOREA,REPUBLIC OF",674800,30656068,6915783,305730978
KW,KUWAIT,0,0,24750,1008305
MY,MALAYSIA,63025,8626443,735071,105223350
NL,NETHERLANDS,0,0,38000,3079710
SA,SAUDI ARABIA,445500,17177818,6358950,242854646
SG,SINGAPORE,29760,2551616,963591,62146652
ZA,SOUTH AFRICA,0,0,123750,4550144
TW,"TAIWAN, PROVINCE OF CHINA",24000,1146867,400885,19070181
TH,THAILAND,35175,1449033,44818,1958852
AE,UNITED ARAB EMIRATES,0,0,100,45936
US,UNITED STATES,18098,1671607,88836,7950945
VN,VIETNAM,0,0,300000,4703684
SUM,SUM,1890079,97684834,22880855,1103541460
