"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2017', 'Quantity')","('Oct 2017', 'CIF (Baht)')","('Jan - Oct 2017', 'Quantity')","('Jan - Oct 2017', 'CIF (Baht)')"
CN,CHINA,3000,334183,48025,3656283
DE,GERMANY,0,0,1000,56223
IN,INDIA,0,0,20100,397385
JP,JAPAN,2800,418509,71993,6987450
KR,"KOREA,REPUBLIC OF",0,0,76000,6025850
SA,SAUDI ARABIA,0,0,148500,6048085
SG,SINGAPORE,561000,19555475,938150,34736018
TW,"TAIWAN, PROVINCE OF CHINA",1000,93620,8650,775542
AE,UNITED ARAB EMIRATES,0,0,134750,5352106
SUM,SUM,567800,20401787,1447168,64034942
