"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2018', 'Quantity')","('Oct 2018', 'CIF (Baht)')","('Jan - Oct 2018', 'Quantity')","('Jan - Oct 2018', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,59820,2387706
AT,AUSTRIA,0,0,200,138013
BE,BELGIUM,106640,9315866,1325871,72580255
BR,BRAZIL,56500,5103156,455600,36348762
CA,CANADA,0,0,49416,10150697
CN,CHINA,19230,797906,772619,33003276
CR,COSTA RICA,0,0,172,41280
DK,DENMARK,0,0,1,459
FI,FINLAND,0,0,24750,1960189
FR,FRANCE,244750,13844215,976750,54775286
DE,GERMANY,156860,13409226,2025718,149509048
HK,HONG KONG,0,0,23,33580
ID,INDONESIA,105,3862,69515,3933660
IT,ITALY,28100,1356107,185890,12073876
JP,JAPAN,1261039,68488583,12954072,675226935
KR,"KOREA,REPUBLIC OF",719750,35396501,5956687,285567457
KW,KUWAIT,495000,20388394,7251750,296067053
MY,MALAYSIA,235100,10027537,3505415,154072992
NL,NETHERLANDS,0,0,71501,4690884
NO,NORWAY,0,0,1580270,83549165
QA,QATAR,790500,35386036,19751322,886459091
SA,SAUDI ARABIA,2310000,98967553,16586250,721459274
SG,SINGAPORE,886302,40553451,10325394,471452347
ES,SPAIN,27,15449,27,15449
SE,SWEDEN,0,0,2750,274810
CH,SWITZERLAND,0,0,16640,774075
TW,"TAIWAN, PROVINCE OF CHINA",19000,894917,2644500,126315751
TH,THAILAND,86750,3317970,227066,9054882
AE,UNITED ARAB EMIRATES,1248700,53710922,12054211,516518522
GB,UNITED KINGDOM,0,0,100,11660
US,UNITED STATES,1213222,56651650,9016474,407378901
VN,VIETNAM,1000,66386,1000,66386
SUM,SUM,9878575,467695687,107891774,5015891721
