"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2012', 'Quantity')","('Dec 2012', 'CIF (Baht)')","('Jan - Dec 2012', 'Quantity')","('Jan - Dec 2012', 'CIF (Baht)')"
BE,BELGIUM,12000,1221592,120000,12580635
CN,CHINA,0,0,35636,4954048
FI,FINLAND,0,0,49500,3477039
DE,GERMANY,0,0,63023,5263483
ID,INDONESIA,0,0,49500,2151771
JP,JAPAN,0,0,796620,57470522
KR,"KOREA,REPUBLIC OF",0,0,313800,23065090
MY,MALAYSIA,0,0,72000,3192622
QA,QATAR,0,0,49500,2056624
SG,SINGAPORE,345000,15188101,2579000,114527569
TW,"TAIWAN, PROVINCE OF CHINA",0,0,200,15790
AE,UNITED ARAB EMIRATES,0,0,1360950,65659704
US,UNITED STATES,91302,5206253,927654,59310568
SUM,SUM,448302,21615946,6417383,353725465
