"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2022', 'Quantity')","('Nov 2022', 'CIF (Baht)')","('Jan - Nov 2022', 'Quantity')","('Jan - Nov 2022', 'CIF (Baht)')"
BD,BANGLADESH,0,0,37,6760
BE,BELGIUM,92125,10443643,580600,55359862
BR,BRAZIL,0,0,11050,1327433
CA,CANADA,0,0,51575,4089141
CN,CHINA,253870,13878756,2188200,96828420
DE,GERMANY,10000,1322365,29918,4126830
HK,HONG KONG,885,161720,1198,250061
IN,INDIA,0,0,115,76058
ID,INDONESIA,0,0,20,1837
IT,ITALY,31625,5566709,117801,17977386
JP,JAPAN,493256,48354828,4449788,470632063
KR,"KOREA,REPUBLIC OF",1031500,103609353,11668836,1306528009
MY,MALAYSIA,11980,1634129,421274,26943741
NL,NETHERLANDS,20000,1012612,93250,8526453
QA,QATAR,0,0,17000,961649
SA,SAUDI ARABIA,74250,7661040,1014750,102347730
ES,SPAIN,0,0,53,30228
SE,SWEDEN,0,0,46200,2525812
TW,"TAIWAN, PROVINCE OF CHINA",164400,12447828,10263450,1089026738
GB,UNITED KINGDOM,0,0,105500,15816341
US,UNITED STATES,175054,12776833,973434,82227073
VN,VIETNAM,20000,778288,320140,12104915
SUM,SUM,2378945,219648104,32354189,3297714540
