"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2013', 'Quantity')","('Sept 2013', 'CIF (Baht)')","('Jan - Sept 2013', 'Quantity')","('Jan - Sept 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,0,5500
BR,BRAZIL,0,0,1660,289636
CN,CHINA,0,2000,14100,1276173
FR,FRANCE,16080,2068867,103950,10288374
DE,GERMANY,1,396,17397,4887242
IN,INDIA,3000,274084,3215,294539
JP,JAPAN,43241,4058528,387269,32814673
KR,"KOREA,REPUBLIC OF",169090,12280895,1797765,114942228
MY,MALAYSIA,0,0,0,2500
NL,NETHERLANDS,0,0,0,26151
RU,RUSSIAN FEDERATION,0,0,10125,2038052
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1000,91764
US,UNITED STATES,68,12526,3227,966797
SUM,SUM,231480,18697296,2339708,167923629
