"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2018', 'Quantity')","('Jun 2018', 'CIF (Baht)')","('Jan - Jun 2018', 'Quantity')","('Jan - Jun 2018', 'CIF (Baht)')"
CA,CANADA,0,0,600,107681
CN,CHINA,23362,1286260,69794,4259570
FR,FRANCE,0,0,1100,193189
DE,GERMANY,22,9979,22,9979
HK,HONG KONG,0,0,64,24532
IN,INDIA,0,0,6,2877
JP,JAPAN,20001,1991878,103828,10483299
KR,"KOREA,REPUBLIC OF",0,0,24000,1682977
SG,SINGAPORE,25025,1113313,396402,16843125
AE,UNITED ARAB EMIRATES,13000,700730,52000,2595790
GB,UNITED KINGDOM,0,0,5,2735
US,UNITED STATES,1375,61796,20632,2117035
SUM,SUM,82785,5163956,668453,38322789
