"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2022', 'Quantity')","('Sept 2022', 'CIF (Baht)')","('Jan - Sept 2022', 'Quantity')","('Jan - Sept 2022', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,2,7858
BE,BELGIUM,0,0,72000,9906906
CA,CANADA,0,0,22000,1347090
CN,CHINA,98875,10197385,630043,57727354
FI,FINLAND,0,0,275550,18747582
FR,FRANCE,0,0,2554,312095
DE,GERMANY,0,0,20600,1996455
IT,ITALY,0,0,2750,1428277
JP,JAPAN,1750,118461,19926,2557856
KR,"KOREA,REPUBLIC OF",0,0,1473900,128155507
PH,PHILIPPINES,2,494,2,494
SG,SINGAPORE,0,0,2725,1195321
SE,SWEDEN,0,0,28000,4116718
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1,254
AE,UNITED ARAB EMIRATES,0,0,647200,41152493
GB,UNITED KINGDOM,0,0,76600,9443260
US,UNITED STATES,53626,8430595,1235048,122783321
VN,VIETNAM,0,0,171100,10618834
SUM,SUM,154253,18746935,4680001,411497675
