"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2017', 'Quantity')","('Sept 2017', 'CIF (Baht)')","('Jan - Sept 2017', 'Quantity')","('Jan - Sept 2017', 'CIF (Baht)')"
BD,BANGLADESH,200,30433,250,32127
BE,BELGIUM,119966,5708079,1098592,68894131
CA,CANADA,42000,2923424,175720,11218158
CN,CHINA,64650,3728222,813172,46587992
DE,GERMANY,3625,462924,23767,2233008
HK,HONG KONG,0,0,9,1875
IN,INDIA,1000,74226,4060,694916
IT,ITALY,0,0,76111,9564756
JP,JAPAN,208244,11566733,1250464,88757481
KR,"KOREA,REPUBLIC OF",646200,31776665,3745396,199056047
LA,LAO PDR,0,0,4,11613
MY,MALAYSIA,87685,5538010,1029176,47456362
MX,MEXICO,0,0,6577,1212883
SA,SAUDI ARABIA,123750,5130723,1410750,66295260
SG,SINGAPORE,800,125183,144455,6543107
TW,"TAIWAN, PROVINCE OF CHINA",279362,15029052,1114714,66462901
GB,UNITED KINGDOM,900,105622,6918,1494190
US,UNITED STATES,54000,4479491,895445,51646127
VN,VIETNAM,47170,1424835,259900,4497565
SUM,SUM,1679552,88103622,12055480,672660499
