"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2018', 'Quantity')","('Dec 2018', 'CIF (Baht)')","('Jan - Dec 2018', 'Quantity')","('Jan - Dec 2018', 'CIF (Baht)')"
AU,AUSTRALIA,1000,362901,1407507,58710922
AT,AUSTRIA,160,103167,5777,1746490
BE,BELGIUM,0,0,203125,10790380
CA,CANADA,0,0,1313,510363
CN,CHINA,1286378,69920233,20788038,1050912788
CZ,CZECH REPUBLIC,0,0,2732,667139
DK,DENMARK,150,11230,150,11230
EG,EGYPT,0,0,100,46906
FR,FRANCE,0,0,3110,252176
DE,GERMANY,5826,771698,57370,11358604
HK,HONG KONG,0,0,1779,530631
IN,INDIA,71100,1837288,652678,17033281
ID,INDONESIA,26500,3264209,395087,38863526
IL,ISRAEL,0,0,5000,394933
IT,ITALY,1000,84125,64100,3920698
JP,JAPAN,869200,58295788,10285891,738281194
KR,"KOREA,REPUBLIC OF",1711286,87569319,21727502,1066962241
MY,MALAYSIA,76934,10730341,750092,74840605
NL,NETHERLANDS,99000,9118342,1240175,111335836
NZ,NEW ZEALAND,367,401475,3007,3123499
OM,OMAN,99000,4083574,104900,4338840
PH,PHILIPPINES,0,0,304000,12428224
RU,RUSSIAN FEDERATION,0,0,150,29266
SA,SAUDI ARABIA,1895720,83933600,30270936,1249362219
SG,SINGAPORE,504234,33011477,11085766,606855719
SK,SLOVAKIA,0,0,19500,1306677
ZA,SOUTH AFRICA,0,50,74250,2856665
ES,SPAIN,0,0,107250,8329187
TW,"TAIWAN, PROVINCE OF CHINA",84350,4400690,2369984,112500052
TH,THAILAND,52050,1097399,242732,11323457
AE,UNITED ARAB EMIRATES,346500,13956311,1339475,54608840
GB,UNITED KINGDOM,0,0,1700,144192
US,UNITED STATES,1157,306394,247774,22393928
VN,VIETNAM,4049,411053,42780,5772566
SUM,SUM,7135961,383670664,103805730,5282543274
