"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2016', 'Quantity')","('Oct 2016', 'CIF (Baht)')","('Jan - Oct 2016', 'Quantity')","('Jan - Oct 2016', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,35000,1982838
AT,AUSTRIA,0,0,6875,428296
BE,BELGIUM,66700,3396239,1137215,61425079
BR,BRAZIL,24800,2435782,272100,25874221
KH,CAMBODIA,0,0,5,1814
CA,CANADA,0,0,19061,1985482
CN,CHINA,6100,518259,273442,18984497
DK,DENMARK,0,0,39,20651
EC,ECUADOR,0,0,100,64449
FI,FINLAND,24750,1527912,49500,3114863
DE,GERMANY,2460,2985204,54433,38182248
HK,HONG KONG,0,0,19250,650948
IN,INDIA,0,0,18025,1607254
ID,INDONESIA,17500,814560,83890,4249081
IT,ITALY,38000,2707875,188875,13457070
JP,JAPAN,2430495,115839720,17006362,833932740
KR,"KOREA,REPUBLIC OF",169275,7407757,1755790,78011442
KW,KUWAIT,445500,18168688,5618250,226152379
MY,MALAYSIA,594500,25384131,4828853,210620928
NL,NETHERLANDS,0,0,24775,2208539
NO,NORWAY,0,0,22380,1519285
PK,PAKISTAN,0,0,52,7678
PH,PHILIPPINES,25,3500,850,44234
QA,QATAR,1479000,60317225,9420340,388649136
SA,SAUDI ARABIA,3316500,132857480,33170800,1312399721
SG,SINGAPORE,1915900,78864817,24481175,1069329174
SE,SWEDEN,0,0,6,3913
CH,SWITZERLAND,33680,1877616,147260,9069104
TW,"TAIWAN, PROVINCE OF CHINA",17000,616135,346730,14236709
TH,THAILAND,0,0,140,59611
TR,TÜRKIYE,0,0,5200,485248
AE,UNITED ARAB EMIRATES,1180200,46881875,9929939,399919880
US,UNITED STATES,48139,3327036,1885216,95388437
VN,VIETNAM,0,0,800,39677
SUM,SUM,11810524,505931811,110802728,4814106626
