"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2015', 'Quantity')","('Nov 2015', 'CIF (Baht)')","('Jan - Nov 2015', 'Quantity')","('Jan - Nov 2015', 'CIF (Baht)')"
AU,AUSTRALIA,10,3816,8010,1171621
AT,AUSTRIA,0,0,37800,2234979
BE,BELGIUM,52750,3131746,571840,34251225
CA,CANADA,0,0,16000,2831186
CN,CHINA,77225,10829731,419697,66995306
CZ,CZECH REPUBLIC,0,0,100,57006
FI,FINLAND,0,0,25,12740
FR,FRANCE,171500,10277149,937137,56807658
DE,GERMANY,1000,103950,42902,6098269
HK,HONG KONG,2000,222070,17500,1980380
IN,INDIA,0,0,37750,2268757
ID,INDONESIA,1000,89767,177475,11441685
IT,ITALY,0,0,450,71872
JP,JAPAN,1142648,75735224,13569126,893608257
KR,"KOREA,REPUBLIC OF",390325,18033635,4316498,215553857
MY,MALAYSIA,60250,1970040,499017,22048119
NL,NETHERLANDS,134750,8279183,1522700,98832490
SA,SAUDI ARABIA,99000,3862672,2400750,101777996
SG,SINGAPORE,5005375,236793256,57054194,2819596915
ZA,SOUTH AFRICA,0,0,222750,9790378
ES,SPAIN,2750,268326,34500,2698163
CH,SWITZERLAND,0,0,28,30076
TW,"TAIWAN, PROVINCE OF CHINA",116510,4780264,1948210,93493691
TH,THAILAND,0,0,33700,2076712
TR,TÜRKIYE,2225,155331,2827,280567
AE,UNITED ARAB EMIRATES,297000,11724990,2447475,103065985
GB,UNITED KINGDOM,0,0,32000,3192679
US,UNITED STATES,40085,3904067,920462,70543284
VN,VIETNAM,0,0,22000,1213733
SUM,SUM,7596403,390165217,87292923,4624025586
