"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2013', 'Quantity')","('Aug 2013', 'CIF (Baht)')","('Jan - Aug 2013', 'Quantity')","('Jan - Aug 2013', 'CIF (Baht)')"
AU,AUSTRALIA,123030,5990600,227007,10923248
AT,AUSTRIA,0,0,3,2512
BE,BELGIUM,78000,6369362,863025,57565175
CA,CANADA,20,13799,20,13799
CN,CHINA,831215,57267880,8472497,554983514
CO,COLOMBIA,0,0,86968,1300303
CZ,CZECH REPUBLIC,0,0,23375,1593647
FI,FINLAND,46750,3151409,136125,8809572
FR,FRANCE,98029,5348537,673851,39626910
DE,GERMANY,34275,3847215,230395,37016603
HK,HONG KONG,0,0,16864,986804
IN,INDIA,508,32719,27258,1524428
ID,INDONESIA,6300,691842,105954,13904322
IL,ISRAEL,0,0,17500,1695506
IT,ITALY,2810,421527,9810,1422846
JP,JAPAN,660751,53827083,7227068,592642955
KP,KOREA DPR,34000,1778048,82000,4350948
KR,"KOREA,REPUBLIC OF",2389356,140906405,19470346,1097621168
KW,KUWAIT,0,0,49500,2107363
MY,MALAYSIA,100472,11618479,774111,94961856
MX,MEXICO,0,0,45,14428
NL,NETHERLANDS,0,0,563800,47742200
NZ,NEW ZEALAND,0,0,8750,564857
PT,PORTUGAL,16,364,1216,91344
SA,SAUDI ARABIA,3758360,173610466,29594530,1322794724
SG,SINGAPORE,1892812,101230416,12657858,668701582
ES,SPAIN,11000,1242068,79750,8818261
CH,SWITZERLAND,0,0,101,474851
TW,"TAIWAN, PROVINCE OF CHINA",79191,5583635,1563331,79244500
TH,THAILAND,0,0,162,26609
TR,TÜRKIYE,0,0,6525,752178
AE,UNITED ARAB EMIRATES,222750,10593346,734630,33287491
GB,UNITED KINGDOM,1492,236224,2092,332439
US,UNITED STATES,236115,13583992,2534451,134836202
VN,VIETNAM,4214,739378,16126,3151154
SUM,SUM,10611466,598084794,86257044,4823886299
