"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2012', 'Quantity')","('Mar 2012', 'CIF (Baht)')","('Jan - Mar 2012', 'Quantity')","('Jan - Mar 2012', 'CIF (Baht)')"
AT,AUSTRIA,1375,114731,1375,114731
BE,BELGIUM,413860,23832747,1015805,58662921
CN,CHINA,40200,1801688,145950,7789234
FR,FRANCE,0,0,36250,3052641
DE,GERMANY,150550,12303048,418300,31128757
IN,INDIA,99000,4283294,406000,17406680
ID,INDONESIA,2550,101719,295250,13117740
JP,JAPAN,1509925,92272932,4154919,264827850
KR,"KOREA,REPUBLIC OF",51680,2447616,51680,2447616
KW,KUWAIT,272250,11281889,816750,33572928
MY,MALAYSIA,499000,24104951,1010000,47438424
MX,MEXICO,220,42813,220,42813
NL,NETHERLANDS,1400,405134,2600,789510
QA,QATAR,2798096,123970280,7878816,347292756
SA,SAUDI ARABIA,2400750,104033437,5742000,245514934
SG,SINGAPORE,2838670,132701726,8042880,360947830
SE,SWEDEN,11000,849859,11000,849859
CH,SWITZERLAND,16730,922577,16730,922577
TW,"TAIWAN, PROVINCE OF CHINA",100,5636,1600,207585
AE,UNITED ARAB EMIRATES,2425295,103119388,7667720,318558129
US,UNITED STATES,11000,533712,65600,3706701
SUM,SUM,13543651,639129177,37781445,1758392216
