"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2016', 'Quantity')","('Jul 2016', 'CIF (Baht)')","('Jan - Jul 2016', 'Quantity')","('Jan - Jul 2016', 'CIF (Baht)')"
CN,CHINA,58000,3843155,274200,18494817
IN,INDIA,0,0,100,3904
JP,JAPAN,0,0,52300,2908496
KR,"KOREA,REPUBLIC OF",0,0,3975,209748
NL,NETHERLANDS,0,0,78,51774
SA,SAUDI ARABIA,148500,5118625,396000,12709814
SG,SINGAPORE,0,0,204000,6812690
TW,"TAIWAN, PROVINCE OF CHINA",1000,83180,2050,190082
US,UNITED STATES,0,0,11431,1113863
SUM,SUM,207500,9044960,944134,42495188
