"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2012', 'Quantity')","('Nov 2012', 'CIF (Baht)')","('Jan - Nov 2012', 'Quantity')","('Jan - Nov 2012', 'CIF (Baht)')"
BE,BELGIUM,0,0,30000,2868800
CN,CHINA,13000,1012440,60125,5129934
IT,ITALY,14385,1966905,29510,4698080
JP,JAPAN,0,0,97927,14200876
KR,"KOREA,REPUBLIC OF",62954,5385486,560063,44711735
MY,MALAYSIA,0,0,7375,763620
SG,SINGAPORE,0,0,8,13902
ES,SPAIN,0,0,11493,1023198
US,UNITED STATES,0,0,37092,3990774
VN,VIETNAM,0,0,600,63257
SUM,SUM,90339,8364831,834193,77464176
