"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2015', 'Quantity')","('Oct 2015', 'CIF (Baht)')","('Jan - Oct 2015', 'Quantity')","('Jan - Oct 2015', 'CIF (Baht)')"
BR,BRAZIL,326,227866,2294,1798878
CN,CHINA,11200,1017723,29550,2689045
FR,FRANCE,1,1368,234668,12948210
DE,GERMANY,0,0,4560,723090
IN,INDIA,14400,804091,28800,1554471
JP,JAPAN,28524,2150655,395421,29224827
KR,"KOREA,REPUBLIC OF",76990,4561898,1213370,73483644
MY,MALAYSIA,150,7727,250,12054
RU,RUSSIAN FEDERATION,0,0,18000,4003967
SG,SINGAPORE,0,0,442,360127
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1025,103231
TH,THAILAND,0,0,4975,567198
US,UNITED STATES,0,0,4025,1064132
SUM,SUM,131591,8771328,1937380,128532874
