"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2015', 'Quantity')","('Dec 2015', 'CIF (Baht)')","('Jan - Dec 2015', 'Quantity')","('Jan - Dec 2015', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,8010,1171621
AT,AUSTRIA,125,7243,37925,2242222
BE,BELGIUM,74350,3770940,646190,38022165
CA,CANADA,0,0,16000,2831186
CN,CHINA,21171,4484064,440868,71479370
CZ,CZECH REPUBLIC,0,0,100,57006
FI,FINLAND,0,0,25,12740
FR,FRANCE,200,62715,937337,56870373
DE,GERMANY,16,6688,42918,6104957
HK,HONG KONG,1250,196377,18750,2176757
IN,INDIA,5,3312,37755,2272069
ID,INDONESIA,10000,897587,187475,12339272
IT,ITALY,0,0,450,71872
JP,JAPAN,780358,57329495,14349484,950937752
KR,"KOREA,REPUBLIC OF",581395,25946572,4897893,241500429
MY,MALAYSIA,108000,4144042,607017,26192161
NL,NETHERLANDS,24750,1605925,1547450,100438415
SA,SAUDI ARABIA,445500,16843306,2846250,118621302
SG,SINGAPORE,5311315,241717979,62365509,3061314894
ZA,SOUTH AFRICA,0,0,222750,9790378
ES,SPAIN,0,0,34500,2698163
CH,SWITZERLAND,0,0,28,30076
TW,"TAIWAN, PROVINCE OF CHINA",128020,4910705,2076230,98404396
TH,THAILAND,0,0,33700,2076712
TR,TÜRKIYE,1250,73880,4077,354447
AE,UNITED ARAB EMIRATES,222925,8543006,2670400,111608991
GB,UNITED KINGDOM,100,15148,32100,3207827
US,UNITED STATES,2050,479678,922512,71022962
VN,VIETNAM,0,0,22000,1213733
SUM,SUM,7712780,371038662,95005703,4995064248
