"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2017', 'Quantity')","('Oct 2017', 'CIF (Baht)')","('Jan - Oct 2017', 'Quantity')","('Jan - Oct 2017', 'CIF (Baht)')"
CN,CHINA,0,0,35348,2459211
DE,GERMANY,2750,348022,2850,358140
ID,INDONESIA,0,0,25,4938
JP,JAPAN,20000,2014942,277820,23103550
KR,"KOREA,REPUBLIC OF",0,0,3,2000
MY,MALAYSIA,0,0,88000,4455862
NL,NETHERLANDS,24750,1144493,75600,3578414
SA,SAUDI ARABIA,74250,2827969,1184250,52878177
SG,SINGAPORE,613300,39156351,5787300,383099122
ES,SPAIN,40,20170,40,20170
TH,THAILAND,0,0,100,29624
AE,UNITED ARAB EMIRATES,211900,8519647,904800,36674625
US,UNITED STATES,24750,1150813,902028,75504745
SUM,SUM,971740,55182407,9258164,582168578
