"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2021', 'Quantity')","('Dec 2021', 'CIF (Baht)')","('Jan - Dec 2021', 'Quantity')","('Jan - Dec 2021', 'CIF (Baht)')"
CA,CANADA,0,0,174450,7125792
CN,CHINA,1250,109700,90088,3545981
DE,GERMANY,0,0,1047,975426
HK,HONG KONG,0,0,25501,992954
ID,INDONESIA,48,16801,298,49121
JP,JAPAN,4000,379636,55429,4966117
KR,"KOREA,REPUBLIC OF",22500,1000993,459170,24616444
NL,NETHERLANDS,26125,1860763,240636,15776981
QA,QATAR,0,0,280500,10065982
SA,SAUDI ARABIA,173250,7310484,1809000,73234744
SG,SINGAPORE,1202500,63744757,20959100,1064124408
ES,SPAIN,26400,2405837,355900,27482819
TH,THAILAND,0,0,33780,1702985
AE,UNITED ARAB EMIRATES,99003,4544358,6765578,267467654
US,UNITED STATES,766320,41260964,9600666,425463983
VN,VIETNAM,0,0,75,2270
SUM,SUM,2321396,122634293,40851218,1927593661
