"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2016', 'Quantity')","('Jun 2016', 'CIF (Baht)')","('Jan - Jun 2016', 'Quantity')","('Jan - Jun 2016', 'CIF (Baht)')"
AT,AUSTRIA,0,0,7200,1019529
BE,BELGIUM,24750,2610702,318800,27637858
BR,BRAZIL,0,0,0,3998
CA,CANADA,1500,462084,25500,6542576
CN,CHINA,591666,25245394,3006594,143256819
EG,EGYPT,215,20683,963,80462
FR,FRANCE,22000,1970342,34150,3540217
DE,GERMANY,182046,11489738,417970,27677238
HK,HONG KONG,100,100560,217,153459
IN,INDIA,21000,1783690,53279,4720837
ID,INDONESIA,0,0,100,34276
IT,ITALY,1600,660158,8075,2906023
JP,JAPAN,516972,62366906,2468540,268859167
KR,"KOREA,REPUBLIC OF",183590,9962977,983315,51131073
LU,LUXEMBOURG,1500,511377,1500,511377
MY,MALAYSIA,60100,3676173,406724,25357008
NL,NETHERLANDS,0,0,200,40116
NZ,NEW ZEALAND,0,0,1700,438589
PH,PHILIPPINES,0,0,1100,8710
QA,QATAR,51000,2302075,2856000,116747639
SA,SAUDI ARABIA,463950,20046112,1612850,68458693
SG,SINGAPORE,2119325,112527995,12375880,662742717
ES,SPAIN,148500,10931191,179400,13619610
CH,SWITZERLAND,0,0,0,1984
TW,"TAIWAN, PROVINCE OF CHINA",48075,2805827,1070982,52271981
TH,THAILAND,50,12751,2516,293602
UG,UGANDA,0,0,1905,330681
UA,UKRAINE,0,0,159350,7876480
AE,UNITED ARAB EMIRATES,222750,9824124,2759000,113704188
GB,UNITED KINGDOM,1000,389769,3600,1078793
US,UNITED STATES,512148,56259405,3733935,341666915
VN,VIETNAM,1225,23715,1535,81804
SUM,SUM,5175062,335983748,32492880,1942794419
