"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2022', 'Quantity')","('Oct 2022', 'CIF (Baht)')","('Jan - Oct 2022', 'Quantity')","('Jan - Oct 2022', 'CIF (Baht)')"
CN,CHINA,7,2817,36098,2900557
FR,FRANCE,1500,343276,13500,2957305
HK,HONG KONG,0,0,3,3182
IN,INDIA,10,936,61,5849
IL,ISRAEL,0,0,12000,1046847
JP,JAPAN,39841,6963552,409199,59165031
KR,"KOREA,REPUBLIC OF",229200,15488834,886194,54465432
MY,MALAYSIA,0,0,70,33996
OM,OMAN,0,0,49500,2434744
SG,SINGAPORE,7840,1634713,139200,13059016
ES,SPAIN,0,0,25,46246
TW,"TAIWAN, PROVINCE OF CHINA",0,0,11154,875461
AE,UNITED ARAB EMIRATES,0,0,100375,4082783
GB,UNITED KINGDOM,0,0,14,30695
US,UNITED STATES,0,0,127,102267
SUM,SUM,278398,24434128,1657520,141209411
