"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2022', 'Quantity')","('Oct 2022', 'CIF (Baht)')","('Jan - Oct 2022', 'Quantity')","('Jan - Oct 2022', 'CIF (Baht)')"
BR,BRAZIL,0,0,1375,171691
CN,CHINA,18000,1206375,106506,6088291
DE,GERMANY,0,0,125,4149
HK,HONG KONG,0,0,400,237816
IN,INDIA,0,0,50,58064
JP,JAPAN,0,0,164488,12758814
KR,"KOREA,REPUBLIC OF",0,0,54,17763
SA,SAUDI ARABIA,198000,8642195,1782000,83071453
SG,SINGAPORE,24750,1159697,49500,2190752
AE,UNITED ARAB EMIRATES,0,0,74600,3761813
US,UNITED STATES,97625,4425602,221375,11054918
SUM,SUM,338375,15433869,2400473,119415524
