"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2015', 'Quantity')","('Jun 2015', 'CIF (Baht)')","('Jan - Jun 2015', 'Quantity')","('Jan - Jun 2015', 'CIF (Baht)')"
AU,AUSTRALIA,1700,193674,1903,242893
AT,AUSTRIA,117,165848,1034,1316897
BE,BELGIUM,13770,1593252,145994,19134157
CA,CANADA,0,0,2000,324978
CN,CHINA,165338,11899009,1106490,60184443
FR,FRANCE,18480,2601765,144828,12879983
DE,GERMANY,11916,3147669,28057,7860838
HK,HONG KONG,0,0,26,6121
IN,INDIA,4113,302692,86818,3571068
ID,INDONESIA,406,68988,45031,4595885
IE,IRELAND,0,0,100,35540
IL,ISRAEL,2400,354349,7200,1089018
IT,ITALY,1860,233516,9229,895875
JP,JAPAN,173432,27138163,979983,159455609
KR,"KOREA,REPUBLIC OF",428042,26253427,2186337,141623656
MY,MALAYSIA,118200,10891304,911281,76055964
MX,MEXICO,0,0,41504,2577682
MA,MOROCCO,207,110098,207,110098
NL,NETHERLANDS,25,27521,594386,54774283
SA,SAUDI ARABIA,297000,13676755,1905750,82348810
SG,SINGAPORE,92990,17246582,521325,88369459
ES,SPAIN,13750,1264750,187600,16292589
CH,SWITZERLAND,500,465604,1500,1206283
TW,"TAIWAN, PROVINCE OF CHINA",67738,5780555,557340,37661673
TH,THAILAND,1940,312294,3440,507601
TR,TÜRKIYE,250,92786,250,92786
AE,UNITED ARAB EMIRATES,49500,2398040,247500,9689078
GB,UNITED KINGDOM,0,0,17239,3185070
US,UNITED STATES,30124,4585063,175811,25930029
VN,VIETNAM,13000,1214558,69000,23459316
SUM,SUM,1506798,132018262,9979163,835477682
