"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2014', 'Quantity')","('Jun 2014', 'CIF (Baht)')","('Jan - Jun 2014', 'Quantity')","('Jan - Jun 2014', 'CIF (Baht)')"
AT,AUSTRIA,0,0,175,11711
BE,BELGIUM,0,0,85250,5584470
BR,BRAZIL,0,0,150,169050
CA,CANADA,500,126788,500,126788
CN,CHINA,111950,5383903,448945,28940455
DK,DENMARK,0,0,0,1128
FI,FINLAND,0,0,306400,20294345
FR,FRANCE,0,0,50,16708
DE,GERMANY,91980,9267071,780496,70465694
HK,HONG KONG,0,0,1500,901667
IN,INDIA,0,0,104000,5385262
ID,INDONESIA,3225,1683780,13925,5750236
IT,ITALY,0,0,60,60304
JP,JAPAN,515395,41188822,2230816,189040571
KR,"KOREA,REPUBLIC OF",342460,22119859,1849906,116198227
KW,KUWAIT,247500,12598982,2227500,112454293
MY,MALAYSIA,2443126,133699620,15781048,879032500
NL,NETHERLANDS,174290,13411989,1331885,103960553
NZ,NEW ZEALAND,32000,852332,256050,6828902
QA,QATAR,408000,21368344,3034500,163915161
SA,SAUDI ARABIA,2892150,150853086,16037275,845626896
SG,SINGAPORE,2537260,145624087,12469128,719607103
ES,SPAIN,102000,11052520,1129000,126756884
SE,SWEDEN,0,0,3100,308127
CH,SWITZERLAND,0,0,25645,6131256
TW,"TAIWAN, PROVINCE OF CHINA",0,0,17902,1329803
TH,THAILAND,0,0,28300,1562319
AE,UNITED ARAB EMIRATES,29650,1771460,29650,1771460
GB,UNITED KINGDOM,0,0,40000,2666930
US,UNITED STATES,465990,32587703,1940101,135726623
VN,VIETNAM,4500,632485,15020,2165797
SUM,SUM,10401976,604222831,60188277,3552791223
