"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jan 2019', 'Quantity')","('Jan 2019', 'CIF (Baht)')","('Jan - Jan 2019', 'Quantity')","('Jan - Jan 2019', 'CIF (Baht)')"
AT,AUSTRIA,40,41780,40,41780
CN,CHINA,1918368,84085344,1918368,84085344
CZ,CZECH REPUBLIC,200,27437,200,27437
FI,FINLAND,46750,2792314,46750,2792314
IN,INDIA,3294,352304,3294,352304
ID,INDONESIA,33500,3505782,33500,3505782
IT,ITALY,10000,940349,10000,940349
JP,JAPAN,780367,56875653,780367,56875653
KR,"KOREA,REPUBLIC OF",1872183,94510281,1872183,94510281
MY,MALAYSIA,99268,7396898,99268,7396898
NL,NETHERLANDS,49500,4521988,49500,4521988
SA,SAUDI ARABIA,2758865,102623704,2758865,102623704
SG,SINGAPORE,474052,29451658,474052,29451658
ZA,SOUTH AFRICA,148500,6067859,148500,6067859
TW,"TAIWAN, PROVINCE OF CHINA",265837,12420049,265837,12420049
TH,THAILAND,24830,280764,24830,280764
AE,UNITED ARAB EMIRATES,297000,11531813,297000,11531813
US,UNITED STATES,21941,2163792,21941,2163792
VN,VIETNAM,4844,813086,4844,813086
SUM,SUM,8809339,420402855,8809339,420402855
