"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2020', 'Quantity')","('Oct 2020', 'CIF (Baht)')","('Jan - Oct 2020', 'Quantity')","('Jan - Oct 2020', 'CIF (Baht)')"
CA,CANADA,0,0,10000,1456900
CN,CHINA,1200,350675,36443,8063677
FR,FRANCE,0,0,2,1175
DE,GERMANY,0,0,516,205671
IN,INDIA,320,16082,1665,108142
IL,ISRAEL,0,0,10,6818
JP,JAPAN,11530,2272372,33457,6018499
MY,MALAYSIA,0,0,0,57
NL,NETHERLANDS,0,0,25,13671
SG,SINGAPORE,0,0,10,1745
TW,"TAIWAN, PROVINCE OF CHINA",0,0,121,11577
TR,TÜRKIYE,5,157,5,157
GB,UNITED KINGDOM,0,0,648,331702
US,UNITED STATES,1257,76789,46572,1929877
VN,VIETNAM,0,0,6,869
SUM,SUM,14312,2716075,129480,18150537
