"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2023', 'Quantity')","('Mar 2023', 'CIF (Baht)')","('Jan - Mar 2023', 'Quantity')","('Jan - Mar 2023', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,356,82354
BE,BELGIUM,0,0,20005,2733817
CA,CANADA,2250,902431,53270,3028450
CN,CHINA,1710923,73231622,4333585,190103102
DK,DENMARK,0,0,6,30707
FI,FINLAND,10,6417,10,6417
DE,GERMANY,21291,3096739,42583,6195288
HK,HONG KONG,24750,384360,24750,384360
IN,INDIA,1411,91307,16373,1433178
ID,INDONESIA,1000,80624,1000,80624
IL,ISRAEL,26850,280761,26850,280761
IT,ITALY,0,0,420,123788
JP,JAPAN,222884,26062300,767630,98032365
KR,"KOREA,REPUBLIC OF",89700,8258056,207550,19613292
MY,MALAYSIA,700,83836,1102,140594
MX,MEXICO,0,0,25,18901
NL,NETHERLANDS,220,30369,6838,1381587
NZ,NEW ZEALAND,0,0,25,60562
PL,POLAND,120,7499,131,15744
QA,QATAR,51000,968017,357000,6858247
SA,SAUDI ARABIA,148500,6098506,297000,12335246
SG,SINGAPORE,796580,43147390,1826880,97776525
ES,SPAIN,11000,1329442,12301,1736488
CH,SWITZERLAND,0,0,6420,939203
TW,"TAIWAN, PROVINCE OF CHINA",59915,6926288,71615,8632148
AE,UNITED ARAB EMIRATES,297000,11761200,594000,23385780
US,UNITED STATES,1056415,83118302,2327034,200108173
VN,VIETNAM,2354,460593,6863,998615
SUM,SUM,4524873,266326059,11001622,676516316
