"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2012', 'Quantity')","('Aug 2012', 'CIF (Baht)')","('Jan - Aug 2012', 'Quantity')","('Jan - Aug 2012', 'CIF (Baht)')"
AU,AUSTRALIA,70000,3176969,266400,13095227
AT,AUSTRIA,30,50664,1150,1634926
BE,BELGIUM,28280,2995547,147360,16074076
CA,CANADA,25,14912,25,14912
CN,CHINA,220522,10723675,1593282,124834522
CZ,CZECH REPUBLIC,0,0,0,458
FR,FRANCE,72,55429,5733,973875
DE,GERMANY,25993,4693810,169598,27444998
HK,HONG KONG,1,1250,217,248821
IN,INDIA,0,0,348,122417
ID,INDONESIA,65000,4955305,244575,18612595
IE,IRELAND,100,46487,200,79430
IT,ITALY,1340,1307971,18556,2677766
JP,JAPAN,285390,52803393,2183497,412097938
KR,"KOREA,REPUBLIC OF",103650,7884410,1847965,118035618
KW,KUWAIT,0,0,99000,4263230
LU,LUXEMBOURG,0,0,5000,1051184
MY,MALAYSIA,105880,11652035,773945,95124592
NL,NETHERLANDS,22140,3059620,999745,101055228
NO,NORWAY,0,0,28,16424
PH,PHILIPPINES,0,0,50,11550
QA,QATAR,0,0,204000,8456857
SA,SAUDI ARABIA,272250,12093028,2103750,92289223
SG,SINGAPORE,116900,12849676,933110,101096424
ZA,SOUTH AFRICA,0,0,198000,9342105
ES,SPAIN,24750,2048530,420750,20460612
CH,SWITZERLAND,0,0,3900,2258180
TW,"TAIWAN, PROVINCE OF CHINA",76108,4089394,339509,24642010
TH,THAILAND,0,0,3850,784739
AE,UNITED ARAB EMIRATES,0,0,412500,18148412
GB,UNITED KINGDOM,43000,5506042,384825,43909918
US,UNITED STATES,89855,16336130,739640,112055727
VN,VIETNAM,38800,3022002,444456,46776723
SUM,SUM,1590086,159366279,14544964,1417690717
