"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2015', 'Quantity')","('Jun 2015', 'CIF (Baht)')","('Jan - Jun 2015', 'Quantity')","('Jan - Jun 2015', 'CIF (Baht)')"
CZ,CZECH REPUBLIC,0,0,44,54648
FI,FINLAND,0,0,17,9244
HK,HONG KONG,0,0,25,5890
IN,INDIA,25,4947,25,4947
IT,ITALY,0,0,6000,818821
JP,JAPAN,22300,3038750,122793,17504493
KR,"KOREA,REPUBLIC OF",0,0,84846,4383221
MY,MALAYSIA,1000,91424,2000,175225
QA,QATAR,16500,776603,115500,4730079
SG,SINGAPORE,0,0,9975,998932
TW,"TAIWAN, PROVINCE OF CHINA",0,0,32010,1813767
VN,VIETNAM,0,0,16495,565955
SUM,SUM,39825,3911724,389730,31065222
