"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2021', 'Quantity')","('Nov 2021', 'CIF (Baht)')","('Jan - Nov 2021', 'Quantity')","('Jan - Nov 2021', 'CIF (Baht)')"
CN,CHINA,42057,3287091,420560,28336579
FR,FRANCE,0,0,4,2903
HK,HONG KONG,0,60,0,60
IN,INDIA,0,0,54,14688
ID,INDONESIA,0,0,107,45731
IT,ITALY,0,0,12402,2340083
JP,JAPAN,20,6400,89,37469
KR,"KOREA,REPUBLIC OF",0,0,26244,3000946
TW,"TAIWAN, PROVINCE OF CHINA",0,0,108,32993
US,UNITED STATES,25402,3837312,26257,3910331
VN,VIETNAM,0,0,12,214
SUM,SUM,67479,7130863,485837,37721997
