"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2017', 'Quantity')","('Jul 2017', 'CIF (Baht)')","('Jan - Jul 2017', 'Quantity')","('Jan - Jul 2017', 'CIF (Baht)')"
BE,BELGIUM,24000,2318904,24000,2318904
CN,CHINA,76125,5138014,336247,19954908
DE,GERMANY,0,0,12005,1237929
HK,HONG KONG,0,0,12746,615509
IT,ITALY,0,0,11000,1891491
JP,JAPAN,20025,2201276,254135,29225830
KR,"KOREA,REPUBLIC OF",400,27312,58000,3806362
SG,SINGAPORE,0,0,83000,5589333
SE,SWEDEN,0,0,40600,4118292
AE,UNITED ARAB EMIRATES,0,0,26000,1221467
US,UNITED STATES,2721,401966,88993,5928227
SUM,SUM,123271,10087472,946726,75908252
