"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2013', 'Quantity')","('Apr 2013', 'CIF (Baht)')","('Jan - Apr 2013', 'Quantity')","('Jan - Apr 2013', 'CIF (Baht)')"
BE,BELGIUM,0,0,10000,942780
CN,CHINA,27000,2113336,40500,3176936
IT,ITALY,0,0,28200,3946133
KR,"KOREA,REPUBLIC OF",59000,3750968,227143,17088207
MY,MALAYSIA,0,0,2000,182070
PH,PHILIPPINES,0,0,3000,551862
GB,UNITED KINGDOM,1000,254061,16500,1486905
US,UNITED STATES,10000,1067183,10000,1067183
VN,VIETNAM,600,141368,600,141368
SUM,SUM,97600,7326916,337943,28583444
