"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2020', 'Quantity')","('Jul 2020', 'CIF (Baht)')","('Jan - Jul 2020', 'Quantity')","('Jan - Jul 2020', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1001,112761
BE,BELGIUM,28250,1621065,135487,6641497
BR,BRAZIL,177045,9792811,6252424,321313277
CA,CANADA,0,0,1440,47013
CN,CHINA,99602,2586977,1019370,34726961
FI,FINLAND,24750,1252135,569250,30380272
FR,FRANCE,0,0,40280,6118367
DE,GERMANY,317526,20790815,2563672,159777361
HK,HONG KONG,0,0,336,30521
HU,HUNGARY,0,0,13050,738665
IN,INDIA,0,0,2057,175857
ID,INDONESIA,3750,1431079,24500,9762632
IE,IRELAND,0,0,0,4067
IL,ISRAEL,0,0,22200,1802954
IT,ITALY,6850,2202109,17434,5882944
JP,JAPAN,189121,15288879,1486223,114521535
KR,"KOREA,REPUBLIC OF",270052,11919751,1649397,72713492
KW,KUWAIT,346500,8168206,2648300,68213212
LU,LUXEMBOURG,47750,4611818,115250,12419527
MY,MALAYSIA,4196700,117384802,35787746,1067569523
MM,MYANMAR,0,0,1,66
NL,NETHERLANDS,413357,17440164,2314657,120049648
NZ,NEW ZEALAND,0,0,0,252
NO,NORWAY,59870,3037201,372710,18707764
PT,PORTUGAL,0,0,100,59370
QA,QATAR,2040000,52674994,9154500,262684875
SA,SAUDI ARABIA,2595350,69030515,22962430,645436251
SG,SINGAPORE,2253875,67688597,15104950,483654860
CH,SWITZERLAND,20,21516,800,191672
TW,"TAIWAN, PROVINCE OF CHINA",1,242,34772,2971329
TH,THAILAND,0,0,1220,33158
TR,TÜRKIYE,0,0,1375,86070
AE,UNITED ARAB EMIRATES,272252,7071481,1931806,51978214
GB,UNITED KINGDOM,0,6490,81103,6519413
US,UNITED STATES,1249491,36613562,5444323,169677395
VN,VIETNAM,0,0,69580,5389207
SUM,SUM,14592112,450635209,109823744,3680391982
