"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2020', 'Quantity')","('May 2020', 'CIF (Baht)')","('Jan - May 2020', 'Quantity')","('Jan - May 2020', 'CIF (Baht)')"
BE,BELGIUM,12000,1388829,48000,5248207
CN,CHINA,100,7928,6496,367618
DE,GERMANY,0,0,1100,578409
IT,ITALY,5750,730083,5750,730083
JP,JAPAN,8000,498365,33136,2438132
KR,"KOREA,REPUBLIC OF",43200,3808016,86400,7635803
SA,SAUDI ARABIA,24750,1055117,24750,1055117
SG,SINGAPORE,168000,4270306,744000,20389709
SE,SWEDEN,0,0,14000,1485683
AE,UNITED ARAB EMIRATES,0,0,222600,7205016
GB,UNITED KINGDOM,12700,1596304,16150,1997890
US,UNITED STATES,253252,16197716,597790,39308926
SUM,SUM,527752,29552664,1800172,88440593
