"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2015', 'Quantity')","('Mar 2015', 'CIF (Baht)')","('Jan - Mar 2015', 'Quantity')","('Jan - Mar 2015', 'CIF (Baht)')"
BR,BRAZIL,0,0,130,174531
CN,CHINA,0,0,3050,279521
FR,FRANCE,2800,602774,19520,2206840
DE,GERMANY,175,27043,1050,173760
JP,JAPAN,106425,7191514,113686,8732428
KR,"KOREA,REPUBLIC OF",125970,7526783,464670,29746328
RU,RUSSIAN FEDERATION,4500,981064,11250,2465999
TW,"TAIWAN, PROVINCE OF CHINA",1025,103231,1025,103231
TH,THAILAND,0,0,4975,567198
US,UNITED STATES,0,0,168,81352
SUM,SUM,240895,16432409,619524,44531188
