"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2017', 'Quantity')","('Nov 2017', 'CIF (Baht)')","('Jan - Nov 2017', 'Quantity')","('Jan - Nov 2017', 'CIF (Baht)')"
CN,CHINA,16000,1422223,69885,6573845
FI,FINLAND,0,0,11000,698539
DE,GERMANY,0,0,400,14496
HK,HONG KONG,0,0,615,43950
IN,INDIA,24,3715,24,3715
JP,JAPAN,89000,6800298,1978650,139232789
KR,"KOREA,REPUBLIC OF",78000,4134144,674000,40073032
MY,MALAYSIA,10000,599392,70050,4313096
TW,"TAIWAN, PROVINCE OF CHINA",0,0,11000,1064361
AE,UNITED ARAB EMIRATES,210000,11164189,2259050,115021469
US,UNITED STATES,301453,15547762,2242536,129377531
VN,VIETNAM,33800,2019180,441375,27250024
SUM,SUM,738277,41690903,7758585,463666847
