"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2012', 'Quantity')","('Aug 2012', 'CIF (Baht)')","('Jan - Aug 2012', 'Quantity')","('Jan - Aug 2012', 'CIF (Baht)')"
CN,CHINA,0,0,32,14154
FR,FRANCE,2000,231900,2000,231900
HK,HONG KONG,0,0,1525,152812
IE,IRELAND,0,0,0,5000
JP,JAPAN,0,0,6775,1418978
KR,"KOREA,REPUBLIC OF",0,6000,70,35069
RO,ROMANIA,1000,117577,1000,117577
SA,SAUDI ARABIA,0,0,74250,3189524
SG,SINGAPORE,0,0,7000,808299
AE,UNITED ARAB EMIRATES,0,0,52000,2539708
US,UNITED STATES,2500,198963,167000,7735537
SUM,SUM,5500,554440,311652,16248558
