"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2013', 'Quantity')","('Apr 2013', 'CIF (Baht)')","('Jan - Apr 2013', 'Quantity')","('Jan - Apr 2013', 'CIF (Baht)')"
BR,BRAZIL,0,0,1600,234323
CN,CHINA,0,0,900,106054
FR,FRANCE,2560,444385,10519,1783861
DE,GERMANY,4975,1496374,10303,3072214
IN,INDIA,15,2451,15,2451
JP,JAPAN,41475,3537137,81789,8684164
KR,"KOREA,REPUBLIC OF",160430,10057968,798945,47830317
MY,MALAYSIA,0,0,0,2500
RU,RUSSIAN FEDERATION,0,0,3375,691081
TW,"TAIWAN, PROVINCE OF CHINA",0,0,0,5800
US,UNITED STATES,0,0,1632,656624
SUM,SUM,209455,15538315,909078,63069389
