"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2022', 'Quantity')","('Apr 2022', 'CIF (Baht)')","('Jan - Apr 2022', 'Quantity')","('Jan - Apr 2022', 'CIF (Baht)')"
CN,CHINA,7,2880,24039,1887824
FR,FRANCE,1500,323545,5000,1081973
IN,INDIA,0,0,51,4913
JP,JAPAN,35626,4715028,143582,20853972
KR,"KOREA,REPUBLIC OF",82400,5978484,349244,19932995
MY,MALAYSIA,0,0,50,24003
SG,SINGAPORE,25500,1940641,51000,3171251
ES,SPAIN,0,0,25,46246
TW,"TAIWAN, PROVINCE OF CHINA",0,0,100,31410
US,UNITED STATES,0,0,117,94573
SUM,SUM,145033,12960578,573208,47129160
