"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2021', 'Quantity')","('Sept 2021', 'CIF (Baht)')","('Jan - Sept 2021', 'Quantity')","('Jan - Sept 2021', 'CIF (Baht)')"
AR,ARGENTINA,0,0,700,70202
AU,AUSTRALIA,0,0,1068966,42953636
AT,AUSTRIA,11200,1085946,48130,3890372
BE,BELGIUM,0,0,3250,155030
CN,CHINA,662741,38374379,12223795,645524470
FR,FRANCE,0,0,225,214443
DE,GERMANY,22251,2815141,148296,15272843
HK,HONG KONG,84,14299,3701,1142244
IN,INDIA,18375,940848,1061310,32702540
ID,INDONESIA,20500,2304631,241245,21787636
IT,ITALY,1000,119249,11246,866377
JP,JAPAN,465188,39248513,5913767,401891425
KR,"KOREA,REPUBLIC OF",1031300,53647787,8281070,382888956
LA,LAO PDR,0,0,25,3159
MY,MALAYSIA,199082,18491819,544815,62847838
MX,MEXICO,0,0,250,13393
NL,NETHERLANDS,49500,4487821,297035,24838216
NZ,NEW ZEALAND,0,0,6000,424576
OM,OMAN,99000,4040695,4282100,164816233
PH,PHILIPPINES,0,0,25,4916
SA,SAUDI ARABIA,1504820,62979253,13755935,568736678
SG,SINGAPORE,713752,40285886,6299846,329283621
ZA,SOUTH AFRICA,0,0,544500,17554047
ES,SPAIN,25,24588,50,35120
SE,SWEDEN,11,7139,11,7139
TW,"TAIWAN, PROVINCE OF CHINA",299550,18356389,1783574,94492921
AE,UNITED ARAB EMIRATES,1089000,44969210,7253514,293069622
GB,UNITED KINGDOM,50,21387,20126,2961170
US,UNITED STATES,2575,387079,202154,7701608
VN,VIETNAM,125,51738,63976,3554232
SUM,SUM,6190129,332653797,64059637,3119704663
