"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2012', 'Quantity')","('Jun 2012', 'CIF (Baht)')","('Jan - Jun 2012', 'Quantity')","('Jan - Jun 2012', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,32500,1702525
BE,BELGIUM,6030,1676444,46725,7868482
BR,BRAZIL,2724,1003048,2724,1003048
CN,CHINA,49750,3366915,302370,26239482
FR,FRANCE,0,0,4100,530395
DE,GERMANY,104740,8031366,163023,12067312
HK,HONG KONG,0,0,5644,647232
IN,INDIA,0,0,725,123984
ID,INDONESIA,15000,1759473,50985,5464525
IT,ITALY,22800,1824501,242800,16851215
JP,JAPAN,1530553,110590475,6911783,525685696
KR,"KOREA,REPUBLIC OF",1153000,62889360,7121250,398652990
MY,MALAYSIA,134913,6510693,761174,37108062
NL,NETHERLANDS,174250,13556423,581350,41564349
SA,SAUDI ARABIA,180500,8262905,1995350,91098198
SG,SINGAPORE,4213546,224008143,24100780,1253493146
CH,SWITZERLAND,0,0,3,12773
TW,"TAIWAN, PROVINCE OF CHINA",209020,12541232,1725760,97372650
TR,TÜRKIYE,25,10256,25,10256
AE,UNITED ARAB EMIRATES,49500,2109003,1386000,60387293
GB,UNITED KINGDOM,800,212083,17900,2331391
US,UNITED STATES,57750,4415615,491858,40387681
SUM,SUM,7904901,462767935,45944829,2620602685
