"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2016', 'Quantity')","('Aug 2016', 'CIF (Baht)')","('Jan - Aug 2016', 'Quantity')","('Jan - Aug 2016', 'CIF (Baht)')"
AU,AUSTRALIA,400,110614,400,110614
AT,AUSTRIA,0,0,1081,1423964
BE,BELGIUM,100,64941,201062,29449577
BR,BRAZIL,0,0,21,17344
CA,CANADA,2500,351092,2549,859064
CN,CHINA,48087,2294982,995297,47782353
CZ,CZECH REPUBLIC,4,3035,91,9765
ER,ERITREA,0,0,540,261893
FR,FRANCE,19140,1043768,320329,29812561
DE,GERMANY,17883,4848451,73765,20216809
HK,HONG KONG,0,0,78,13756
IN,INDIA,115025,2306497,213403,5351889
ID,INDONESIA,22500,2038809,67567,6168082
IL,ISRAEL,0,0,2400,375552
IT,ITALY,1636,240905,8786,1252401
JP,JAPAN,199554,31216499,1860458,276283792
KR,"KOREA,REPUBLIC OF",432900,25388546,2640158,157445264
LU,LUXEMBOURG,0,0,3,4719
MY,MALAYSIA,324020,17121446,1232422,86182577
MX,MEXICO,0,0,75,72408
NL,NETHERLANDS,143440,13902727,1090145,108903130
NZ,NEW ZEALAND,0,0,223,180352
PH,PHILIPPINES,0,0,76,22298
SA,SAUDI ARABIA,891125,34030052,3490105,127948962
SG,SINGAPORE,44980,5945939,841774,97759548
ES,SPAIN,11000,986876,41843,3879475
CH,SWITZERLAND,500,460625,2075,1567126
TW,"TAIWAN, PROVINCE OF CHINA",27504,1989376,185730,16033329
TH,THAILAND,0,0,15360,473965
AE,UNITED ARAB EMIRATES,0,0,470250,17057992
GB,UNITED KINGDOM,432,76055,57340,8036683
US,UNITED STATES,107197,17058695,750048,125433091
VN,VIETNAM,11000,895155,189920,11271499
SUM,SUM,2420927,162375085,14755374,1181661834
