"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2017', 'Quantity')","('Nov 2017', 'CIF (Baht)')","('Jan - Nov 2017', 'Quantity')","('Jan - Nov 2017', 'CIF (Baht)')"
AU,AUSTRALIA,1,2294,25131,852593
AT,AUSTRIA,0,0,15960,2455444
BE,BELGIUM,36255,3473196,560671,50737054
BR,BRAZIL,0,0,300,64633
CA,CANADA,2250,635753,26630,6231415
CN,CHINA,826550,42875519,5688281,244828651
EG,EGYPT,3,1557,53,9107
FI,FINLAND,0,0,50,47265
FR,FRANCE,0,0,106347,10124290
DE,GERMANY,37875,5069985,259930,26235117
HK,HONG KONG,0,0,86,63248
IN,INDIA,20,26737,124284,7490236
ID,INDONESIA,0,0,440,21798
IR,IRAN (ISLAMIC REPUBLIC OF),0,0,83,57003
IL,ISRAEL,20,8897,120,13545
IT,ITALY,3,1814,24805,7239561
JP,JAPAN,311909,32853563,3393488,411722816
KR,"KOREA,REPUBLIC OF",328178,16114272,3419940,167035862
KW,KUWAIT,0,0,99100,3717165
LU,LUXEMBOURG,0,0,175,38999
MY,MALAYSIA,40100,2250090,851863,44850221
NL,NETHERLANDS,26750,1298545,51822,2634992
NZ,NEW ZEALAND,0,0,250,17740
QA,QATAR,76500,2929532,2040050,84142933
SA,SAUDI ARABIA,99000,4048792,1183575,50946183
SG,SINGAPORE,2271655,108412565,23724123,1122620577
ZA,SOUTH AFRICA,0,0,0,16076
ES,SPAIN,35050,1861094,109325,7747118
SE,SWEDEN,0,0,0,13047
CH,SWITZERLAND,0,0,1344,193535
TW,"TAIWAN, PROVINCE OF CHINA",39500,3097604,423860,33281339
TH,THAILAND,0,0,36088,2134607
TT,TRINIDAD AND TOBAGO,0,0,17277,208771
UA,UKRAINE,0,0,24400,1118207
AE,UNITED ARAB EMIRATES,272250,11386662,2559560,106391368
GB,UNITED KINGDOM,2184,583793,20584,5203717
US,UNITED STATES,240194,27996528,2871810,365669164
VN,VIETNAM,10670,544453,11317,642358
SUM,SUM,4656917,265473245,47673122,2766817755
