"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2015', 'Quantity')","('Aug 2015', 'CIF (Baht)')","('Jan - Aug 2015', 'Quantity')","('Jan - Aug 2015', 'CIF (Baht)')"
CN,CHINA,19000,1433281,114324,9382135
IT,ITALY,0,0,50800,9902806
JP,JAPAN,0,0,3,10919
KR,"KOREA,REPUBLIC OF",44000,2588349,538385,38075802
MY,MALAYSIA,10500,1022314,21615,2353512
SG,SINGAPORE,0,0,800,119953
GB,UNITED KINGDOM,0,0,21225,2653048
US,UNITED STATES,17961,2230156,31695,4702210
VN,VIETNAM,0,0,2400,639391
SUM,SUM,91461,7274100,781247,67839776
