"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2022', 'Quantity')","('Dec 2022', 'CIF (Baht)')","('Jan - Dec 2022', 'Quantity')","('Jan - Dec 2022', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,134200,11470175
BE,BELGIUM,27250,1521654,957378,63085640
BR,BRAZIL,500,134248,12175,1489136
CA,CANADA,867900,33546125,3690450,170550295
CN,CHINA,1100,15372,185341,8846014
HK,HONG KONG,0,0,51000,2260666
IN,INDIA,0,0,3000,578063
ID,INDONESIA,187250,10173164,2539125,130482094
IL,ISRAEL,0,0,10823,1372790
JP,JAPAN,50475,2823243,1006210,96417224
KR,"KOREA,REPUBLIC OF",9625,915727,1608576,88750554
KW,KUWAIT,198000,7091043,1311750,54462935
MY,MALAYSIA,191250,7169922,4591395,185118565
NL,NETHERLANDS,0,0,1268155,75539557
OM,OMAN,0,0,1684900,72439262
PH,PHILIPPINES,0,0,5,706
QA,QATAR,331500,12600873,3748500,166026795
SA,SAUDI ARABIA,3529800,138557960,38523300,1755663960
SG,SINGAPORE,110625,4864563,5086060,255663753
SE,SWEDEN,0,0,175,38474
TW,"TAIWAN, PROVINCE OF CHINA",38,11454,4426,3803729
TH,THAILAND,0,0,105000,4969644
AE,UNITED ARAB EMIRATES,470250,17895292,8563500,407426568
US,UNITED STATES,125500,5244485,5030625,286175499
VN,VIETNAM,50,8960,3387,241783
SUM,SUM,6101113,242574085,80119456,3842873881
