"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2012', 'Quantity')","('Feb 2012', 'CIF (Baht)')","('Jan - Feb 2012', 'Quantity')","('Jan - Feb 2012', 'CIF (Baht)')"
AT,AUSTRIA,12,104746,12,104746
BE,BELGIUM,37125,1968167,134750,7063666
CA,CANADA,46600,1763621,168200,6444455
CN,CHINA,120025,8956040,881500,49750408
DK,DENMARK,329,177591,329,177591
FI,FINLAND,24750,1439229,123750,7554008
DE,GERMANY,21050,1968913,64010,6039260
HK,HONG KONG,83000,8063195,227000,22386647
ID,INDONESIA,325,38720,73922,3387679
JP,JAPAN,678315,50558537,1258917,99260437
KR,"KOREA,REPUBLIC OF",195000,11783215,495250,27030890
KW,KUWAIT,445500,16700109,1138500,42878521
MY,MALAYSIA,2935367,135796300,6734701,311788501
NL,NETHERLANDS,2750,244165,2750,244165
NO,NORWAY,0,0,49500,2800662
QA,QATAR,76500,3253471,280500,12644125
SA,SAUDI ARABIA,1782250,73831334,3480100,143844649
SG,SINGAPORE,2238310,103357532,3994060,185717736
CH,SWITZERLAND,3840,1150796,4320,1461754
TW,"TAIWAN, PROVINCE OF CHINA",600,108773,24600,1617547
AE,UNITED ARAB EMIRATES,24750,1044738,346500,14464671
GB,UNITED KINGDOM,300,75354,300,75354
US,UNITED STATES,434485,23821751,786112,40307062
VN,VIETNAM,0,0,11000,650030
SUM,SUM,9151183,446206297,20280583,987694564
