"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2021', 'Quantity')","('Oct 2021', 'CIF (Baht)')","('Jan - Oct 2021', 'Quantity')","('Jan - Oct 2021', 'CIF (Baht)')"
CA,CANADA,0,0,16250,2333688
CN,CHINA,4000,1056401,178031,27449657
DE,GERMANY,1,499,1016,412442
HK,HONG KONG,0,0,1,96
IN,INDIA,0,0,15671,880683
JP,JAPAN,100,71106,49472,7815728
SG,SINGAPORE,0,0,4000,1144095
ES,SPAIN,0,0,2,1755
TW,"TAIWAN, PROVINCE OF CHINA",163,18651,244,27305
TR,TÜRKIYE,0,0,1085,62024
GB,UNITED KINGDOM,0,0,908,488108
US,UNITED STATES,0,0,125,128246
SUM,SUM,4264,1146657,266805,40743827
