"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2022', 'Quantity')","('Sept 2022', 'CIF (Baht)')","('Jan - Sept 2022', 'Quantity')","('Jan - Sept 2022', 'CIF (Baht)')"
BE,BELGIUM,0,0,25,355
CA,CANADA,0,0,499000,24645195
CN,CHINA,0,0,1411750,68897779
DE,GERMANY,1000,219718,5500,1407752
JP,JAPAN,23327,3121393,416925,41451850
KR,"KOREA,REPUBLIC OF",204150,19896301,3521819,339582190
LA,LAO PDR,0,0,20000,474907
NL,NETHERLANDS,143000,8645167,595000,39030224
QA,QATAR,51000,1968591,280500,13301105
SA,SAUDI ARABIA,216450,10987487,2122100,105283435
SG,SINGAPORE,1678125,106176011,15556595,1016036533
ES,SPAIN,48400,6284368,374110,43348949
TW,"TAIWAN, PROVINCE OF CHINA",100,14069,100,14069
AE,UNITED ARAB EMIRATES,523125,21207078,5081853,249821921
US,UNITED STATES,1797695,92879349,9222228,490751751
VN,VIETNAM,0,0,300,50466
SUM,SUM,4686372,271399532,39107805,2434098481
