"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2021', 'Quantity')","('Oct 2021', 'CIF (Baht)')","('Jan - Oct 2021', 'Quantity')","('Jan - Oct 2021', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1245,173349
AT,AUSTRIA,0,0,24725,1835631
BE,BELGIUM,2400,361120,188894,11782022
BR,BRAZIL,298000,21889583,3616700,228653406
CA,CANADA,49500,2018862,229760,5634015
CN,CHINA,2500,158794,839144,45949527
CZ,CZECH REPUBLIC,0,0,2,1536
DK,DENMARK,0,0,100,43805
FI,FINLAND,0,0,470125,30437095
FR,FRANCE,11011,1145005,66321,5437188
DE,GERMANY,409030,28435327,3332285,216581201
HK,HONG KONG,0,0,70,474784
IN,INDIA,12,1505,38861,3340713
ID,INDONESIA,0,0,73798,6460135
IE,IRELAND,1,3120,1,4301
IL,ISRAEL,21307,2225161,51707,5051774
IT,ITALY,14897,3750148,57543,14088925
JP,JAPAN,189228,14754017,1955616,158069930
KR,"KOREA,REPUBLIC OF",136400,7574827,2602322,123913524
KW,KUWAIT,742500,29410326,6484500,233447960
LU,LUXEMBOURG,1250,9945361,38775,14779385
MY,MALAYSIA,4376960,209822063,46024191,2188594537
NL,NETHERLANDS,191611,14243269,3162767,196887399
NO,NORWAY,49500,2411088,805325,41741337
OM,OMAN,99000,3756406,99000,3756406
QA,QATAR,969000,44147129,12159500,527652511
RU,RUSSIAN FEDERATION,49500,1654805,49500,1654805
SA,SAUDI ARABIA,1993350,89165285,30951570,1317410205
SG,SINGAPORE,1515750,77796195,18895072,937095136
SI,SLOVENIA,0,0,1,973
ES,SPAIN,0,0,273985,18409889
CH,SWITZERLAND,1250,541682,1251,542659
TW,"TAIWAN, PROVINCE OF CHINA",11485,1394452,70338,7153507
TH,THAILAND,0,0,1400,14040
TT,TRINIDAD AND TOBAGO,0,0,23800,114775
AE,UNITED ARAB EMIRATES,495000,21498305,4157700,171952966
GB,UNITED KINGDOM,0,0,46507,4403674
US,UNITED STATES,267248,17744194,2141902,119055799
VN,VIETNAM,80000,4198859,685705,37652041
SUM,SUM,11977690,610046888,139622008,6680252865
