"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2017', 'Quantity')","('Apr 2017', 'CIF (Baht)')","('Jan - Apr 2017', 'Quantity')","('Jan - Apr 2017', 'CIF (Baht)')"
BE,BELGIUM,147895,8750535,451395,28721957
CA,CANADA,8000,601437,72970,4205421
CN,CHINA,22400,1733785,271454,17605723
DE,GERMANY,0,0,10000,831907
HK,HONG KONG,9,1875,9,1875
IN,INDIA,0,0,2000,137845
IT,ITALY,0,0,14250,2370464
JP,JAPAN,123025,9788488,610761,41219783
KR,"KOREA,REPUBLIC OF",430000,23830812,1466805,81643183
LA,LAO PDR,0,0,4,11613
MY,MALAYSIA,43220,2731226,568370,23519976
SA,SAUDI ARABIA,123750,6136070,569250,28400038
SG,SINGAPORE,2015,122703,72615,4131556
TW,"TAIWAN, PROVINCE OF CHINA",124100,7913134,373422,23886008
GB,UNITED KINGDOM,361,270652,604,454051
US,UNITED STATES,80300,5061165,554820,29835090
VN,VIETNAM,0,0,42880,735743
SUM,SUM,1105075,66941882,5081609,287712233
