"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2020', 'Quantity')","('Nov 2020', 'CIF (Baht)')","('Jan - Nov 2020', 'Quantity')","('Jan - Nov 2020', 'CIF (Baht)')"
BE,BELGIUM,0,0,7,2851
CN,CHINA,0,0,39800,2229379
FR,FRANCE,66045,2561545,469098,19069314
DE,GERMANY,0,0,5604,964137
IN,INDIA,146181,4584489,488531,15537580
IT,ITALY,0,0,1125,248530
JP,JAPAN,1651,115187,381234,21325527
KR,"KOREA,REPUBLIC OF",194980,8522422,2035550,93278439
MX,MEXICO,0,0,825,344154
NL,NETHERLANDS,0,0,0,16835
RU,RUSSIAN FEDERATION,0,0,24750,3888565
SG,SINGAPORE,0,0,8,2717
US,UNITED STATES,2991,424458,5566,1413411
VN,VIETNAM,0,0,1425,149904
SUM,SUM,411848,16208101,3453523,158471343
