"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2022', 'Quantity')","('Dec 2022', 'CIF (Baht)')","('Jan - Dec 2022', 'Quantity')","('Jan - Dec 2022', 'CIF (Baht)')"
BD,BANGLADESH,0,0,37,6760
BE,BELGIUM,44000,4617042,624600,59976904
BR,BRAZIL,1375,325013,12425,1652446
CA,CANADA,0,0,51575,4089141
CN,CHINA,203708,7470371,2391908,104298791
DE,GERMANY,0,0,29918,4126830
HK,HONG KONG,186,38210,1384,288271
IN,INDIA,0,0,115,76058
ID,INDONESIA,0,0,20,1837
IT,ITALY,0,0,117801,17977386
JP,JAPAN,605291,57843843,5055079,528475906
KR,"KOREA,REPUBLIC OF",1280875,111601988,12949711,1418129997
MY,MALAYSIA,16090,2080256,437364,29023997
NL,NETHERLANDS,0,0,93250,8526453
QA,QATAR,0,0,17000,961649
SA,SAUDI ARABIA,74250,6634423,1089000,108982153
ES,SPAIN,0,0,53,30228
SE,SWEDEN,0,0,46200,2525812
TW,"TAIWAN, PROVINCE OF CHINA",539800,49277755,10803250,1138304493
GB,UNITED KINGDOM,10000,1396898,115500,17213239
US,UNITED STATES,63601,3042497,1037035,85269570
VN,VIETNAM,44600,2814673,364740,14919588
SUM,SUM,2883776,247142969,35237965,3544857509
