"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2022', 'Quantity')","('Aug 2022', 'CIF (Baht)')","('Jan - Aug 2022', 'Quantity')","('Jan - Aug 2022', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,2700,149871
AT,AUSTRIA,0,0,22500,1829969
BE,BELGIUM,537330,47021844,4596245,357985925
BR,BRAZIL,0,0,8853,1463965
CN,CHINA,327850,26416949,1925654,147317229
CZ,CZECH REPUBLIC,0,0,22,16508
FR,FRANCE,100,17413,51425,3771459
DE,GERMANY,76540,8571347,538303,59672755
HK,HONG KONG,0,0,101,29557
IN,INDIA,547335,34218705,2114426,128765252
ID,INDONESIA,60750,6858686,376313,41022429
IT,ITALY,50,25500,550,80049
JP,JAPAN,1215492,91787360,8465664,671333326
KR,"KOREA,REPUBLIC OF",1201100,67886940,13313850,665842225
MY,MALAYSIA,16500,931148,344397,30523560
NL,NETHERLANDS,71500,7444875,996375,94889562
SA,SAUDI ARABIA,768610,35656172,5320120,247778029
SG,SINGAPORE,3388125,188914367,27299521,1560958874
ES,SPAIN,0,0,26270,2801652
CH,SWITZERLAND,0,0,34560,2386564
TW,"TAIWAN, PROVINCE OF CHINA",116060,7394207,684085,46173012
TH,THAILAND,0,0,2000,191069
AE,UNITED ARAB EMIRATES,643800,29993732,4576400,211227339
GB,UNITED KINGDOM,0,0,1850,916289
US,UNITED STATES,5858,1396142,352945,44727105
VN,VIETNAM,0,0,9775,953641
SUM,SUM,8977000,554535387,71064904,4322807215
