"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2022', 'Quantity')","('Aug 2022', 'CIF (Baht)')","('Jan - Aug 2022', 'Quantity')","('Jan - Aug 2022', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,134175,11461405
BE,BELGIUM,126251,9607477,727753,49792866
BR,BRAZIL,0,0,11375,1275580
CA,CANADA,537470,28721449,2158650,104722491
CN,CHINA,56130,3214327,132041,6335502
HK,HONG KONG,0,0,51000,2260666
IN,INDIA,0,0,3000,578063
ID,INDONESIA,68750,4129014,2315225,116450670
IL,ISRAEL,0,0,4823,613220
JP,JAPAN,62300,8531861,753928,72574073
KR,"KOREA,REPUBLIC OF",112000,5780620,1531450,81799188
KW,KUWAIT,99000,4507446,915750,40011236
MY,MALAYSIA,107525,5469852,720291,36829040
NL,NETHERLANDS,329500,20335677,819655,51609534
OM,OMAN,148500,6843288,1386000,61112622
PH,PHILIPPINES,0,0,5,706
QA,QATAR,25500,1485339,2397000,110248634
SA,SAUDI ARABIA,3280800,162194968,25327750,1187273928
SG,SINGAPORE,507860,26491464,4367585,222554785
SE,SWEDEN,0,0,50,11491
TW,"TAIWAN, PROVINCE OF CHINA",0,0,2208,1822786
TH,THAILAND,0,0,105000,4969644
AE,UNITED ARAB EMIRATES,1410750,71897820,5395500,274526502
US,UNITED STATES,399075,21798037,3554482,198289726
VN,VIETNAM,100,6569,3322,230570
SUM,SUM,7271511,381015208,52818018,2637354928
